Screen name,text,,,,,,,,,,,,,,Categorize
footynew247,rget â€‹Barcelona defender Samuel Umtiti finds himself in a 'complicated situation' as his future at Camp Nou beyondâ€¦ https://t.co/1FUiiBjnJh,,,,,,,,,,,,,,Personal
DeadlyArsenal,"RT @GurjitAFC: Kolasinac on top 4 chances: ""We're in a good position at the moment. We've played some really good football &amp; we've been rewâ€¦",,,,,,,,,,,,,,Personal
JBSsemanda,"Arsenal still has a chance to finish 3rd, let it happen please!!ðŸ˜ https://t.co/c1xMyXDDmb",,,,,,,,,,,,,,Personal
Valibrands,"RT @avfcgoals: #OTD in 2003:

""It's in! It's 1-1! I think that's an own goal! Kolo Toure. Allback wheeled away in celebration, but it was tâ€¦",,,,,,,,,,,,,,Personal
khayzophiearain,"RT @kleng_716: Arsenal have won that advantage, nobody gave it to them. By playing fantastic football and by winning matches and by winningâ€¦",,,,,,,,,,,,,,Personal
Nasiru70232776,"RT @Arsenal: ðŸ—“ #OnThisDay last year, @AaronRamsey did THIS ðŸ˜³ https://t.co/yx08vNhoY2",,,,,,,,,,,,,,News
RaymondMuzembe,@chiggzTHE3rd @Arsenal @aaronramsey We all will,,,,,,,,,,,,,,Personal
Quinntactics,"RT @ToffeeAnalysis: NEW ARTICLE: Tactical Preview on Everton vs Arsenal. 

Analysis on Arsenal and how theyâ€™ve played this season, how Everâ€¦",,,,,,,,,,,,,,News
Nigel_Stokes1,@Icfcsam Arsenal will be third. United will be sixth.,,,,,,,,,,,,,,Personal
Osberry_Osb,"RT @chinnky: @kennagq @biolakazeem That one too sure and the way we go troll @TonyDoeVO and im Arsenal, e go frustrate release us before deâ€¦",,,,,,,,,,,,,,Personal
Ifeanyi_4r,"RT @AFCPW: Arsene Wenger: ""We lost our status as Invincibles against Man Utd in a game where referees shared some of the responsibility. Itâ€¦",,,,,,,,,,,,,,News
Speak2Jah,"RT @Arsenal: Thinking that @LacazetteAlex's finish couldn't look any better? ðŸ‘€

Think again. ðŸ˜Ž https://t.co/MgGQsijOtK",,,,,,,,,,,,,,News
hakim_matijevic,"RT @Arsenal: ðŸ‘‹ Say hello to your Goal of the Month for March! 

ðŸ—³ @AaronRamsey's solo strike at Wembley was your winner - collecting 46% ofâ€¦",,,,,,,,,,,,,,News
arsenal_25,"RT @EduardoHagn: ðŸ‘€| acoording to @sport, Barcelona will let @samumtiti decide his future in the summer. Moreover, he has expressed to his tâ€¦",,,,,,,,,,,,,,News
ghanaguardian1,"ARSENAL boss Emery wants BARELLA in https://t.co/t3WPuYGdg8""",,,,,,,,,,,,,,Personal
sakshambaliyan1,RT @cactuskash: @AFCPW @GeoffArsenal Nobody can tell me that Arsenal weren't cheated that day. The worst and most corrupt officiating I havâ€¦,,,,,,,,,,,,,,Personal
TOFnews,Former Everton star Tim Cahill shares heartwarming video meeting a blind young Arsenal supporter -â€¦ https://t.co/7DdlUlv9PL,,,,,,,,,,,,,,News
VictorMbonu2,"RT @SkySportsPL: ðŸ”µ Dominic Calvert-Lewin says he wants to become ""the main man"" at Everton ahead of their Super Sunday clash against Arsenaâ€¦",,,,,,,,,,,,,,News
ItsNiallMcVey,Surely both Ozil and Ramsey start for Arsenal against Everton?,,,,,,,,,,,,,,Personal
imraanmokhtar,"RT @Arsenal: ðŸ—“ #OnThisDay last year, @AaronRamsey did THIS ðŸ˜³ https://t.co/yx08vNhoY2",,,,,,,,,,,,,,News
TOFnews,The Everton injury news which is set to boost Arsenal in the race for a top four finish - https://t.co/sJ6bwJhLOmâ€¦ https://t.co/WRO7eva5qJ,,,,,,,,,,,,,,News
minu_49,"RT @Arsenal: ðŸ—“ #OnThisDay last year, @AaronRamsey did THIS ðŸ˜³ https://t.co/yx08vNhoY2",,,,,,,,,,,,,,News
JakartaCasual,"Arsenal v Liverpool 2-1
League Cup Final 1987

My first cup final for the Arsenal and, till now, my only one. But wâ€¦ https://t.co/ZMy1epvuPl",,,,,,,,,,,,,,Personal
ReadArsenalFC,"ðŸ‡§ðŸ‡· Arsenal have reportedly joined the race to sign Ajax starÂ David Neres.

ðŸ‘‰ More here: https://t.co/MkPGni6QC6 https://t.co/uqi2rbZet3",,,,,,,,,,,,,,Personal
ayinlamuheez,"RT @Arsenal: Our March Player of the Month?

Well, after this, who else was it going to be? ðŸ˜…

Congratulations, @Bernd_Leno ðŸ‘ https://t.co/â€¦",,,,,,,,,,,,,,News
ahmedllsonbaty,"RT @Arsenal: ðŸ—“ #OnThisDay last year, @AaronRamsey did THIS ðŸ˜³ https://t.co/yx08vNhoY2",,,,,,,,,,,,,,News
CwamieE,"@Arsenal @aaronramsey Better caption; On this day last year, Ã–zil's master class assist resulted into Ramsey's supeâ€¦ https://t.co/qFTGm523Hn",,,,,,,,,,,,,,Personal
KEENANMULVANEY,"RT @ArsenalCPT: Guendouzi is the future of Arsenal football club. 

Arsene Wenger once said ""the most important thing about any player, anyâ€¦",,,,,,,,,,,,,,Personal
vaaagsolja,RT @Cechque: This was scored exactly a year back. One of my favourite Ramsey goals. Very few can replicate Ramsey when it comes to scoringâ€¦,,,,,,,,,,,,,,Personal
DF_Arsenal,@SensibleArsenal @scoutingindoors Agreed.,,,,,,,,,,,,,,Personal
Cartz002,"RT @SevillaFC_ENG: Alright, let's not give Arsenal any ideas... https://t.co/9IiwZk87xc",,,,,,,,,,,,,,Personal
peggoir,"RT @ArsenalOTD: #OnThisDay in 1993:
Arsenal 1-0 Tottenham Hotspur

ðŸ† FA Cup Semi-final
ðŸŸ Wembley Stadium
ðŸ‘¤ 76,263
âš½ï¸ @TonyAdams 
#OneTeamFrâ€¦",,,,,,,,,,,,,,News
AmalShaj10,"RT @invinciblog: I'm sick to death of the Spurs Stadium lovefest.
Is it spectacular? Yes
Overpriced? Yes
Gaudy? Yes
Better than the Emirateâ€¦",,,,,,,,,,,,,,Personal
alfiethorne2012,RT @Stuart_PhotoAFC: Nice of spurs to commemorate the very spot where Ashley Cole and Thierry Henry celebrated Arsenal winning the league aâ€¦,,,,,,,,,,,,,,Personal
hay_fron,"RT @Arsenal: ðŸ—“ #OnThisDay last year, @AaronRamsey did THIS ðŸ˜³ https://t.co/yx08vNhoY2",,,,,,,,,,,,,,News
AyodeleMorakz,RT @Stuart_PhotoAFC: Nice of spurs to commemorate the very spot where Ashley Cole and Thierry Henry celebrated Arsenal winning the league aâ€¦,,,,,,,,,,,,,,Personal
nugrohoutha,"RT @AFCPW: Arsene Wenger: ""We lost our status as Invincibles against Man Utd in a game where referees shared some of the responsibility. Itâ€¦",,,,,,,,,,,,,,News
DavisKerosi,"RT @Arsenal: Thinking that @LacazetteAlex's finish couldn't look any better? ðŸ‘€

Think again. ðŸ˜Ž https://t.co/MgGQsijOtK",,,,,,,,,,,,,,News
DF_Arsenal,@ckaafi1234 @scoutingindoors Agreed,,,,,,,,,,,,,,Personal
forzakangara,"RT @PatrickTimmons1: Prior to ArsÃ¨ne Wenger changing the diet of Arsenal players, the team once engaged in an eating contest on a coach bacâ€¦",,,,,,,,,,,,,,Personal
sean_ajay,Locked down my ticket to #RealMadrid vs #Arsenal game @IntChampionsCup ...thatâ€™s my early birthday gift for July #gunners,,,,,,,,,,,,,,Personal
ASG_ison2nite,"RT @Arsenal: ðŸ—“ #OnThisDay last year, @AaronRamsey did THIS ðŸ˜³ https://t.co/yx08vNhoY2",,,,,,,,,,,,,,News
abdulquddus_a,"RT @SquawkaNews: ""I'm not going to lie.""

Ryan Fraser responds to reports linking him with a move to Arsenal - https://t.co/cqOHzXJEh9 httpâ€¦",,,,,,,,,,,,,,News
Drizzyy97,"RT @AFCPW: Arsene Wenger: ""We lost our status as Invincibles against Man Utd in a game where referees shared some of the responsibility. Itâ€¦",,,,,,,,,,,,,,News
TheAFCFranco86,@DF_Arsenal @onemaskedgunner Cheers mate! Had to dodge through security to get it ðŸ˜‚ðŸ˜‚ðŸ˜‚,,,,,,,,,,,,,,Personal
carlsyke07,"RT @Arsenal: ðŸ—“ #OnThisDay last year, @AaronRamsey did THIS ðŸ˜³ https://t.co/yx08vNhoY2",,,,,,,,,,,,,,News
Toffees_Updates,"Everton vs Arsenal: Where to Watch, Live Stream, Kick Off Time &amp; Team News https://t.co/A70DPHVnMj",,,,,,,,,,,,,,Personal
CobbySeth,"RT @Arsenal: ðŸ—“ #OnThisDay last year, @AaronRamsey did THIS ðŸ˜³ https://t.co/yx08vNhoY2",,,,,,,,,,,,,,News
arsenal_true,Many gooners including me were angry with Unai Emery for letting Jack Wilshere to leave Arsenal but it is a pity thâ€¦ https://t.co/YyhtKoiENm,,,,,,,,,,,,,,Personal
skippwinkspivot,@Hugh_LondonAFC @Eriksxn_23 Huw (27) has been leasing out his Arsenal season ticket for two seasons because he's aâ€¦ https://t.co/vAsyDAlue6,,,,,,,,,,,,,,Personal
guzelawjunior,"The team's cohesion is top notch. I need to write something about it and its psychological effects, soonest. 
Ccâ€¦ https://t.co/1kVnoDz1eH",,,,,,,,,,,,,,Personal
NguraThika,@KamemeTvKenya @gichimujoseph1 Arsenal,,,,,,,,,,,,,,Personal
ArsenalCPT,"Guendouzi is the future of Arsenal football club. 

Arsene Wenger once said ""the most important thing about any plaâ€¦ https://t.co/yc8pP1SS6M",,,,,,,,,,,,,,Personal
tuknmuta,Sunday evening @Arsenal loss https://t.co/vXD3Gbu4Pb,,,,,,,,,,,,,,Personal
GoonerFanzine,Arsenal face a potential 11 matches over 36 days. Interesting Times Ahead: https://t.co/P4TQBQ1Ylk. Subscribe for sâ€¦ https://t.co/Q5g4p0bq1W,,,,,,,,,,,,,,Personal
JarnbjornHolder,@HandofEmery Gut feeling that Reiss unfortunately won't make it at Arsenal. ESR will tho.,,,,,,,,,,,,,,Personal
TheAloaye_,RT @ColinUdoh: That @Arsenal deal with Rwanda? Dig into the other side of it https://t.co/fz5hgerzEC,,,,,,,,,,,,,,Personal
Craigdeaf77,@den_1886 Hope not that he become a injury prone at Arsenal,,,,,,,,,,,,,,Personal
cdavison_afc,RT @Diet4Sport: A very real insight by @Sport_Dietitian with his nutrition work at Arsenal FC with the players. https://t.co/oKe1Li0bB0,,,,,,,,,,,,,,Personal
Abimberry,RT @Adorayyble1: wE gOinG tO eQual aRseNaL's 13 fA cUps,,,,,,,,,,,,,,Personal
BHEKIMATHALA,@Arsenal Give us the best starting XI 3-4-1-2 itâ€™s an away game please!!! Last year we traveled to Goodison Park weâ€¦ https://t.co/tF5LtIhazu,,,,,,,,,,,,,,Personal
AFCNEWMZ,"RT @alitweedale: When Arsenal went to Everton last season, Mertesacker, Wilshere, Coquelin, Rooney, Vlasic, Jagielka &amp; Ashley Williams allâ€¦",,,,,,,,,,,,,,Personal
phela89,RT @Orbinho: Arsenal's conversion rate of 23.1% of shots resulting in goals this season (excluding blocked shots) is the highest of any teaâ€¦,,,,,,,,,,,,,,News
Jibsman1,"United and arsenal spent a lot of money in the 90s too. 

And when Newcastle and Blackburn were in the mix, it wasâ€¦ https://t.co/jugAD0gqD3",,,,,,,,,,,,,,Personal
LissaEma,RT @KathrynJ5: @efc_fanservices  A spontaneous round of applause is being planned at the Everton v arsenal game on Sun 7th April for our frâ€¦,,,,,,,,,,,,,,Personal
4Laglago,"RT @Arsenal: ðŸ—“ #OnThisDay last year, @AaronRamsey did THIS ðŸ˜³ https://t.co/yx08vNhoY2",,,,,,,,,,,,,,News
imaakashagarwal,"RT @tradegovukIND: When icons from the field of sports and film come together, that is when the magic begins 
@premierleague @Arsenal @Mesuâ€¦",,,,,,,,,,,,,,Personal
D_Y_10_,My man Ramsey saving both Arsenal's season and the Earth. Could never be your midfielder. https://t.co/49uxSYpoIE,,,,,,,,,,,,,,Personal
cghm65,"@NorthBankNadim @SpursOfficial Why are you watching a Spurs opening ceremony ðŸ¤¡.Not as bad as the Arsenal away boyz,â€¦ https://t.co/4eEeWW0jy8",,,,,,,,,,,,,,Personal
JoelLund,"RT @alitweedale: When Arsenal went to Everton last season, Mertesacker, Wilshere, Coquelin, Rooney, Vlasic, Jagielka &amp; Ashley Williams allâ€¦",,,,,,,,,,,,,,Personal
MistahGaga,"RT @Arsenal: Thinking that @LacazetteAlex's finish couldn't look any better? ðŸ‘€

Think again. ðŸ˜Ž https://t.co/MgGQsijOtK",,,,,,,,,,,,,,News
dumberkhan,"RT @Arsenal: ðŸ—“ #OnThisDay last year, @AaronRamsey did THIS ðŸ˜³ https://t.co/yx08vNhoY2",,,,,,,,,,,,,,News
kojo_may,"RT @footballdaily: Daniel Levy on Tottenham's new 62,000 stadium capacity:

ðŸ—£""It was nothing to do with Arsenal"" https://t.co/xTK7uPoRQR",,,,,,,,,,,,,,News
Oti_catalyst,"RT @Arsenal: Thinking that @LacazetteAlex's finish couldn't look any better? ðŸ‘€

Think again. ðŸ˜Ž https://t.co/MgGQsijOtK",,,,,,,,,,,,,,News
Bat_Sauce,"RT @SevillaFC_ENG: Alright, let's not give Arsenal any ideas... https://t.co/9IiwZk87xc",,,,,,,,,,,,,,News
ArrowFPL,"RT @FPLStag: Stag's Take - #BGW33 for @Rotoworld_PL 

- Leicester's pros

- Bournemouth's cons

- Arsenal and Southampton assets

- Captainâ€¦",,,,,,,,,,,,,,Personal
vintagehleb2,"RT @alitweedale: When Arsenal went to Everton last season, Mertesacker, Wilshere, Coquelin, Rooney, Vlasic, Jagielka &amp; Ashley Williams allâ€¦",,,,,,,,,,,,,,News
HarisonRamon,"RT @Arsenal: ðŸ—“ #OnThisDay last year, @AaronRamsey did THIS ðŸ˜³ https://t.co/yx08vNhoY2",,,,,,,,,,,,,,News
ajames1878,RT @KathrynJ5: @efc_fanservices  A spontaneous round of applause is being planned at the Everton v arsenal game on Sun 7th April for our frâ€¦,,,,,,,,,,,,,,Personal
EvertonianJamie,"RT @alitweedale: When Arsenal went to Everton last season, Mertesacker, Wilshere, Coquelin, Rooney, Vlasic, Jagielka &amp; Ashley Williams allâ€¦",,,,,,,,,,,,,,Personal
MbithePato,"RT @ArsenalFC_fl: ðŸ“† On this day last year, Aaron Ramsey did this...  https://t.co/bW63CPuk7n",,,,,,,,,,,,,,News
suleiman_sas,"RT @P1AFC: Alexandre Lacazetteâ€™s goal the last time he played Everton. Won Arsenalâ€™s goal of the month in September 2018

 https://t.co/znEâ€¦",,,,,,,,,,,,,,Personal
MichaelAdejoh3,"RT @Arsenal: ðŸ—“ #OnThisDay last year, @AaronRamsey did THIS ðŸ˜³ https://t.co/yx08vNhoY2",,,,,,,,,,,,,,News
abdirashidyedh1,@gunner_x49 Every Arsenal player performed this season apart From Mustafi end of the story,,,,,,,,,,,,,,Personal
ltmillsy_hufc93,"RT @Arsenal: ðŸ—“ #OnThisDay last year, @AaronRamsey did THIS ðŸ˜³ https://t.co/yx08vNhoY2",,,,,,,,,,,,,,News
PeterSm97758738,"@Daniely79 @YNWAxOwen United don't, always empty seats, arsenal never use to, neither did Chelsea, carnt vouch forâ€¦ https://t.co/hTvLUUVSks",,,,,,,,,,,,,,Personal
Ffiebrefutbol,"Matches Of The WeekEnd:
Saturday: #BarÃ§a VS #AtlÃ©tico/ #Juve VS #Milan/ #Bayern VS #Dortmund/ Sunday: #Everton VSâ€¦ https://t.co/g08m0KDzZz",,,,,,,,,,,,,,Personal
Adorayyble1,"RT @SevillaFC_ENG: Alright, let's not give Arsenal any ideas... https://t.co/9IiwZk87xc",,,,,,,,,,,,,,Personal
calross2298,@ryangoIdy8 Arsenal fans never fail to amaze me with how deluded they areðŸ¤£ only complaining Bcos theyâ€™re really shit away,,,,,,,,,,,,,,Personal
Highbury_heroes,RT @Cechque: This was scored exactly a year back. One of my favourite Ramsey goals. Very few can replicate Ramsey when it comes to scoringâ€¦,,,,,,,,,,,,,,Personal
CBeckwith10,"RT @alitweedale: When Arsenal went to Everton last season, Mertesacker, Wilshere, Coquelin, Rooney, Vlasic, Jagielka &amp; Ashley Williams allâ€¦",,,,,,,,,,,,,,Personal
ValonDemiri1,"RT @SevillaFC_ENG: Alright, let's not give Arsenal any ideas... https://t.co/9IiwZk87xc",,,,,,,,,,,,,,Personal
lukewhyte135,"RT @jamesbenge: Premier League &amp; tv companies not giving a damn about matchday fans v.3285 

Arsenal away fans could find out with 10 daysâ€¦",,,,,,,,,,,,,,Personal
AFCCirca86,"RT @TheAFCPodcast: 287 - Mind The Gap ... It's Back On (An Arsenal Podcast)

#YouTube https://t.co/9JLrt9QOba

#Soundcloud https://t.co/M2nâ€¦",,,,,,,,,,,,,,Personal
Garryjgc2,@MrFane87 @WhoToBeAFC @claudeaftv1 There are enough people out there ready to take a bite at the Arsenal we donâ€™t nâ€¦ https://t.co/0MqB4mU76M,,,,,,,,,,,,,,Personal
Adorayyble1,RT @Adorayyble1: wE gOinG tO eQual aRseNaL's 13 fA cUps,,,,,,,,,,,,,,Personal
UKNewsBot1,"Spurs fans aim dig at Arsenal as they explain why new stadium had almost 3,000 empty seats - The Sun https://t.co/JamFUItu46",,,,,,,,,,,,,,Personal
Malin72358619,"RT @Arsenal: ðŸ‘‹ Say hello to your Goal of the Month for March! 

ðŸ—³ @AaronRamsey's solo strike at Wembley was your winner - collecting 46% ofâ€¦",,,,,,,,,,,,,,News
marfo_micky,"RT @SevillaFC_ENG: Alright, let's not give Arsenal any ideas... https://t.co/9IiwZk87xc",,,,,,,,,,,,,,Personal
kassnur,@arsenal_true @Arsenal Lol. Exactly,,,,,,,,,,,,,,Personal
footy90com,"Arsenal: #What does Ainsley Maitland-Niles do next season? - FanSided
#Arsenal ðŸ´ó §ó ¢ó ¥ó ®ó §ó ¿ #Premier_League 
https://t.co/z1LvoCb2dQ",,,,,,,,,,,,,,Personal
M_Haynes01,"RT @SevillaFC_ENG: Alright, let's not give Arsenal any ideas... https://t.co/9IiwZk87xc",,,,,,,,,,,,,,Personal
footy90com,"Arsenal: #Low-end Bernd Leno must meet high-end Bernd Leno
#Arsenal ðŸ´ó §ó ¢ó ¥ó ®ó §ó ¿ #Premier_League 
Pls RT
https://t.co/MPLKbY3F3L",,,,,,,,,,,,,,Personal
RugbyPodcast,"@jafharris1 Saracens, Cavaliers, Cardinals, Devils, Saints etc

But logic of your point doesn't stop at religion suâ€¦ https://t.co/XpEztPzsWa",,,,,,,,,,,,,,Personal
NuraynMuhammad,@Arsenal The handler of this account is very stupid!,,,,,,,,,,,,,,Personal
888sport,"ðŸ”¥ The race for the top four is going to go down to the wire. 

6âƒ£4âƒ£ Tottenham
6âƒ£3âƒ£ Arsenal
6âƒ£3âƒ£ Chelsea
6âƒ£1âƒ£ Mancheâ€¦ https://t.co/RuzpdZ2Pc3",,,,,,,,,,,,,,Personal
footy90com,"FaZe #Tass talks on building the best Premier League team on FIFA 19 and representing Arsenal
#FUT ó §ó ¢ó ¥ó ®ó §ó ¿ #FIFA19 
https://t.co/RoKGk0pPnf",,,,,,,,,,,,,,Personal
footy90com,"Essential #Stats: Liverpool, Arsenal and Chelsea live on Sky Sports
#Arsenal ðŸ´ó §ó ¢ó ¥ó ®ó §ó ¿ #Premier_League 
https://t.co/GE3ZvE3Bkh",,,,,,,,,,,,,,Personal
Abdul_Bands,RT @SunArsenal: It's official. This season's Arsenal team is the most lethal Premier League team EVER! ðŸŽ¯âš½ðŸ”¥ https://t.co/vSldUlluIR,,,,,,,,,,,,,,Personal
AndrewForner,"@LeeGunner82 To be fair, the only reason those who have doubts over Emery is because of the away game at BATE. Butâ€¦ https://t.co/eKDLYNcWRF",,,,,,,,,,,,,,Personal
gerardo_1390,"RT @AFCPW: Arsene Wenger: ""We lost our status as Invincibles against Man Utd in a game where referees shared some of the responsibility. Itâ€¦",,,,,,,,,,,,,,News
KokoSmall18,"RT @Arsenal: ðŸ—“ #OnThisDay last year, @AaronRamsey did THIS ðŸ˜³ https://t.co/yx08vNhoY2",,,,,,,,,,,,,,News
christatum49,@cumbriaguy1000 @EntireDesign_ I do try it I go Arsenal every week,,,,,,,,,,,,,,Personal
BlackScarfAFC,@SheWore Are podcasts still a thing? I gave up a few years back when it got massively over saturated with about 827â€¦ https://t.co/qOphHZxoQ2,,,,,,,,,,,,,,Personal
diplomatmujeeb,RT @kevdavis736: Canâ€™t stop watching this........ðŸ”¥ðŸ”¥ðŸ”¥ðŸ˜±ðŸ˜±ðŸ˜±ðŸ‘€ðŸ‘€ðŸ‘€https://t.co/UYsrhan3jA,,,,,,,,,,,,,,Personal
Footy_Transferr,"RT @footballdaily: Daniel Levy on Tottenham's new 62,000 stadium capacity:

ðŸ—£""It was nothing to do with Arsenal"" https://t.co/xTK7uPoRQR",,,,,,,,,,,,,,Personal
hannahf2706,"RT @AFTVMedia: Arsenal's Goal of the Month for March?

Aaron Ramsey's effort against Spurs, at the pitch that belongs to him. https://t.co/â€¦",,,,,,,,,,,,,,News
IrfanGunner,"RT @Arsenal: ðŸ—“ #OnThisDay last year, @AaronRamsey did THIS ðŸ˜³ https://t.co/yx08vNhoY2",,,,,,,,,,,,,,News
S_iele,"RT @catherine_amayi: I admire people with the patience to listen to Kenyatta. You're a special breed of resilient, far better than Arsenalâ€¦",,,,,,,,,,,,,,Personal
Footy_WAGs,"RT @footballdaily: Daniel Levy on Tottenham's new 62,000 stadium capacity:

ðŸ—£""It was nothing to do with Arsenal"" https://t.co/xTK7uPoRQR",,,,,,,,,,,,,,News
kalanzi_sam,"RT @AFCPW: Arsene Wenger: ""We lost our status as Invincibles against Man Utd in a game where referees shared some of the responsibility. Itâ€¦",,,,,,,,,,,,,,News
LivEchoEFC,"RT @CaoimheSport: The heart-warming moment @Tim_Cahill met a young Arsenal supporter who lost his sight ðŸ’™

https://t.co/ke1xF0YAMG",,,,,,,,,,,,,,News
Hariztsyah_14,"RT @Arsenal: ðŸ—“ #OnThisDay last year, @AaronRamsey did THIS ðŸ˜³ https://t.co/yx08vNhoY2",,,,,,,,,,,,,,News
CaoimheSport,"The heart-warming moment @Tim_Cahill met a young Arsenal supporter who lost his sight ðŸ’™

https://t.co/ke1xF0YAMG",,,,,,,,,,,,,,Personal
TheEpicFootball,"RT @footballdaily: Daniel Levy on Tottenham's new 62,000 stadium capacity:

ðŸ—£""It was nothing to do with Arsenal"" https://t.co/xTK7uPoRQR",,,,,,,,,,,,,,News
GnomeBones,"Not hut, but... Silky arsenal phone.",,,,,,,,,,,,,,Personal
qasimakhtar89,@Arsenal Team news this season has been so vague,,,,,,,,,,,,,,Personal
ExpertAnother,"@DeBrianGitz @Menash670 @ManCity Arsenal haha. I dont support a small team, i support a team with multiple ucl titles mate",,,,,,,,,,,,,,Personal
GoonerBenja,"RT @Arsenal: Thinking that @LacazetteAlex's finish couldn't look any better? ðŸ‘€

Think again. ðŸ˜Ž https://t.co/MgGQsijOtK",,,,,,,,,,,,,,News
FootballlTrolls,"RT @footballdaily: Daniel Levy on Tottenham's new 62,000 stadium capacity:

ðŸ—£""It was nothing to do with Arsenal"" https://t.co/xTK7uPoRQR",,,,,,,,,,,,,,News
harrythills,RT @westhamtransfer: Youâ€™ve been outsung by 3000 Palace fans. Please never mock Arsenal again. https://t.co/RYyQzRPitH,,,,,,,,,,,,,,Personal
JayFreaKay,"RT @SevillaFC_ENG: Alright, let's not give Arsenal any ideas... https://t.co/9IiwZk87xc",,,,,,,,,,,,,,Personal
IkhwnZikri,"RT @Arsenal: ðŸ—“ #OnThisDay last year, @AaronRamsey did THIS ðŸ˜³ https://t.co/yx08vNhoY2",,,,,,,,,,,,,,News
NiksnakulG,RT @Cechque: This was scored exactly a year back. One of my favourite Ramsey goals. Very few can replicate Ramsey when it comes to scoringâ€¦,,,,,,,,,,,,,,Personal
IMwenesa,"RT @SevillaFC_ENG: Alright, let's not give Arsenal any ideas... https://t.co/9IiwZk87xc",,,,,,,,,,,,,,Personal
MarilynFootball,"RT @jamesbenge: Premier League &amp; tv companies not giving a damn about matchday fans v.3285 

Arsenal away fans could find out with 10 daysâ€¦",,,,,,,,,,,,,,Personal
GoonerRiot,"RT @Arsenal: ðŸ—“ #OnThisDay last year, @AaronRamsey did THIS ðŸ˜³ https://t.co/yx08vNhoY2",,,,,,,,,,,,,,News
iivil77,"RT @Arsenal: ðŸ—“ #OnThisDay last year, @AaronRamsey did THIS ðŸ˜³ https://t.co/yx08vNhoY2",,,,,,,,,,,,,,News
kennedy_seamus,@Jamwall7 @Abhimeyang @DanielHarris I actually canâ€™t wait to show him ðŸ˜‚ itâ€™s some achievement by Mustafi that heâ€™sâ€¦ https://t.co/txuZYGeKBp,,,,,,,,,,,,,,Personal
nickmeynell,"@WhoToBeAFC No, I donâ€™t think any Arsenal fan would. There was a lot of very negative stuff swirling round just 4-6 weeks ago.",,,,,,,,,,,,,,Personal
sultytweetz,"RT @jamesbenge: As @Football_LDN reported yesterday, all three of Koscielny, Xhaka, Ramsey being assessed and there's reason for optimism tâ€¦",,,,,,,,,,,,,,Personal
paulruk,RT @GoalNews: Arsenal superfan @FaZeTass from @FaZeClan talks us through building the ultimate Premier League team on FIFA and his admiratiâ€¦,,,,,,,,,,,,,,News
VoiAdams,@Arsenal Torreira still suspended?,,,,,,,,,,,,,,Personal
7asan867,"RT @Alra3ees: Red Team, tips,tools,methods,and more:

https://t.co/rwMhVbtBAi
https://t.co/AugskePbOh
https://t.co/kBZsy9uwg4
https://t.co/â€¦",,,,,,,,,,,,,,Personal
